DR_NO,Date Rptd,DATE OCC,TIME OCC,AREANAME,Rpt Dist No,crime type,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status,Status Desc,LOCATION,Cross Street,Latitude,Longitude
200713873,9/15/2020 0:00,8/28/2020 0:00,1320,Wilshire,784,"assault with deadly weapon, aggravated assault",51,F,H,street,vehicle,AO,Adult Other,21st st,ORANGE                       DR,34.0389,-118.3505
200913677,8/18/2020 0:00,8/18/2020 0:00,1200,Van Nuys,974,vandalism - misdeameanor ,32,F,B,single family dwelling,,AA,Adult Arrest,4700 natick av,,34.156,-118.4542
201010462,6/26/2020 0:00,6/1/2020 0:00,1255,West Valley,1063,theft plain - petty ,62,F,W,driveway,,IC,Invest Cont,5200 topeka dr,,34.1652,-118.5466
200804737,1/17/2020 0:00,1/11/2020 0:00,1920,West LA,824,"bunco, petty theft",25,M,W,single family dwelling,,IC,Invest Cont,100 entrada dr,,34.0279,-118.5188
200619445,12/19/2020 0:00,12/19/2020 0:00,1350,Hollywood,648,vandalism - felony ,0,X,X,other business,strong-arm ,IC,Invest Cont,5400 hollywood bl,,34.1017,-118.3078
200809846,5/24/2020 0:00,5/23/2020 0:00,2000,West LA,835,bike - stolen,39,M,W,parking underground/building,,IC,Invest Cont,1900 selby av,,34.0498,-118.4328
200911516,6/24/2020 0:00,6/17/2020 0:00,1300,Van Nuys,974,burglary from vehicle,89,F,W,parking underground/building,,IC,Invest Cont,4600 vista del monte av,,34.1548,-118.4499
201013638,10/1/2020 0:00,10/1/2020 0:00,2015,West Valley,1001,theft plain - petty ,67,M,W,yard ,,AO,Adult Other,19600 cantara st,,34.2192,-118.5601
200216932,10/31/2020 0:00,10/30/2020 0:00,1800,Rampart,291,theft from motor vehicle - petty ,0,,,street,,IC,Invest Cont,1300 s westlake av,,34.0463,-118.2816
200414482,10/31/2020 0:00,10/30/2020 0:00,2000,Hollenbeck,412,burglary from vehicle,78,M,H,parking lot,,IC,Invest Cont,300 w avenue 26,,34.0798,-118.2185
200120077,10/27/2020 0:00,10/25/2020 0:00,500,Central,128,vandalism - felony ,0,M,O,bank,,IC,Invest Cont,100 s san pedro st,,34.0503,-118.241
201012756,9/4/2020 0:00,9/4/2020 0:00,2210,West Valley,1003,brandish weapon,28,M,H,street,other knife,IC,Invest Cont,saticoy st,RESEDA                       BL,34.2084,-118.536
200615183,9/9/2020 0:00,9/8/2020 0:00,1600,Hollywood,637,vandalism - felony ,37,M,H,driveway,strong-arm ,IC,Invest Cont,5900 w hollywood bl,,34.103,-118.3225
200808609,4/23/2020 0:00,4/23/2020 0:00,302,West LA,884,burglary,0,X,X,restaurant/fast food,,IC,Invest Cont,10800 w pico bl,,34.0406,-118.4275
200510341,6/7/2020 0:00,6/6/2020 0:00,1600,Harbor,563,theft from motor vehicle - petty ,29,F,B,garage/carport,,IC,Invest Cont,1100 s grand av,,33.7342,-118.2902
200618386,11/23/2020 0:00,6/1/2020 0:00,800,Hollywood,667,theft plain - petty ,27,F,W,multi-unit dwelling ,,IC,Invest Cont,1300 n bronson av,,34.0944,-118.318
200515177,10/12/2020 0:00,10/12/2020 0:00,2025,Harbor,525,"assault with deadly weapon, aggravated assault",40,F,B,multi-unit dwelling ,bottle,IC,Invest Cont,500 n avalon bl,,33.7739,-118.2678
200811915,7/16/2020 0:00,7/16/2020 0:00,2355,West LA,886,intimate partner - simple assault,25,F,W,single family dwelling,strong-arm ,AA,Adult Arrest,1300 roxbury dr,,34.0547,-118.4026
200120186,10/28/2020 0:00,10/28/2020 0:00,2200,Central,171,"bunco, attempt",26,F,H,parking lot,,IC,Invest Cont,900 cottage pl,,34.0459,-118.2647
200518023,12/20/2020 0:00,12/20/2020 0:00,1900,Harbor,524,intimate partner - simple assault,47,F,H,multi-unit dwelling ,strong-arm ,AO,Adult Other,700 king av,,33.7778,-118.2754
200707971,4/4/2020 0:00,4/4/2020 0:00,1050,Wilshire,752,robbery,64,M,O,sidewalk,strong-arm ,IC,Invest Cont,1200 s fairfax av,,34.0558,-118.3706
200414314,10/26/2020 0:00,10/25/2020 0:00,1400,Hollenbeck,497,burglary,0,M,W,other business,,IC,Invest Cont,2800 e 12th st,,34.021,-118.2179
201010035,6/16/2020 0:00,6/14/2020 0:00,2200,West Valley,1079,theft plain - petty ,34,M,W,multi-unit dwelling ,,IC,Invest Cont,15500 moorpark st,,34.156,-118.4721
201105807,2/11/2020 0:00,2/10/2020 0:00,1330,Northeast,1107,"assault with deadly weapon, aggravated assault",15,F,W,group home,strong-arm ,JA,Juv Arrest,6900 n figueroa st,,34.1278,-118.1929
200814595,9/27/2020 0:00,9/27/2020 0:00,200,West LA,859,vandalism - felony ,0,X,X,other business,,IC,Invest Cont,1400 s la cienega bl,,34.0495,-118.3805
201015658,12/2/2020 0:00,10/28/2020 0:00,1700,West Valley,1047,vandalism - felony ,0,X,X,junior high school,,IC,Invest Cont,17500 burbank bl,,34.1723,-118.5145
200615676,9/21/2020 0:00,9/21/2020 0:00,940,Hollywood,656,"assault with deadly weapon, aggravated assault",43,M,H,sidewalk,axe,AA,Adult Arrest,eleanor av,EL CENTRO,34.0898,-118.3244
200800523,1/20/2020 0:00,1/20/2020 0:00,1605,West LA,822,intimate partner - simple assault,37,M,W,multi-unit dwelling ,strong-arm ,AO,Adult Other,15900 miami wy,,34.0433,-118.5345
200319474,10/27/2020 0:00,10/27/2020 0:00,1200,Southwest,361,intimate partner - simple assault,31,F,B,parking lot,strong-arm ,IC,Invest Cont,5000 obama bl,,34.0171,-118.3531
201105635,2/5/2020 0:00,2/5/2020 0:00,730,Northeast,1133,theft plain - petty ,34,F,H,apartment/condo common laundry room,,IC,Invest Cont,3300 silver lake bl,,34.1149,-118.2535
200513294,8/23/2020 0:00,8/23/2020 0:00,300,Harbor,555,intimate partner - simple assault,24,F,H,single family dwelling,strong-arm ,AO,Adult Other,300 n bandini st,,33.7457,-118.2989
200915513,10/4/2020 0:00,10/4/2020 0:00,1000,Van Nuys,904,violation of restraining order,36,F,H,street,,AO,Adult Other,van nuys,SATICOY,34.2085,-118.4488
200120169,10/28/2020 0:00,10/27/2020 0:00,1600,Central,153,burglary,32,M,W,construction site,,IC,Invest Cont,600 s broadway,,34.0459,-118.2526
200613722,8/9/2020 0:00,8/8/2020 0:00,1400,Hollywood,645,violation of restraining order,30,F,W,multi-unit dwelling ,,IC,Invest Cont,1700 n orange dr,,34.1015,-118.3417
200120303,10/30/2020 0:00,10/30/2020 0:00,745,Central,129,"rape, forcible",37,F,H,parking lot,strong-arm ,IC,Invest Cont,400 e commercial st,,34.0533,-118.2361
200606925,2/24/2020 0:00,2/24/2020 0:00,930,Hollywood,647,burglary,62,F,B,multi-unit dwelling ,,IC,Invest Cont,5900 carlton wy,,34.1005,-118.318
200510433,6/2/2020 0:00,6/2/2020 0:00,1700,Harbor,531,brandish weapon,60,M,O,parking lot,knife with blade 6inches or less,AO,Adult Other,1700 pacific coast,,33.7895,-118.3076
200604249,1/6/2020 0:00,1/5/2020 0:00,2330,Hollywood,643,vandalism - felony ,29,M,W,parking underground/building,,IC,Invest Cont,1600 n poinsettia pl,,34.0998,-118.3479
200710767,6/21/2020 0:00,6/9/2020 0:00,1820,Wilshire,785,vehicle - stolen,0,,,street,,IC,Invest Cont,4500 w 23rd st,,34.0361,-118.3392
200414534,11/2/2020 0:00,11/2/2020 0:00,30,Hollenbeck,416,vehicle - stolen,0,,,street,,IC,Invest Cont,4100 mercury av,,34.085,-118.1964
200912359,7/15/2020 0:00,7/14/2020 0:00,1630,Van Nuys,985,burglary from vehicle,25,F,W,street,,IC,Invest Cont,14400 dickens st,,34.1495,-118.4461
200319473,10/27/2020 0:00,10/27/2020 0:00,1450,Southwest,379,intimate partner - simple assault,46,M,B,single family dwelling,strong-arm ,IC,Invest Cont,1100 w 39th st,,34.0155,-118.2937
200514103,9/14/2020 0:00,9/12/2020 0:00,1230,Harbor,501,trespassing,27,M,H,other business,,IC,Invest Cont,500 w 182nd st,,33.8702,-118.2826
200907295,3/11/2020 0:00,3/11/2020 0:00,1415,Van Nuys,914,shoplifting - petty theft ,25,M,H,market,,AA,Adult Arrest,7100 sepulveda bl,,34.1994,-118.4662
200714039,9/20/2020 0:00,9/20/2020 0:00,1215,Wilshire,706,arson,0,M,O,alley,,IC,Invest Cont,500 n sycamore av,,34.0803,-118.3428
200604509,1/12/2020 0:00,1/11/2020 0:00,2355,Hollywood,646,"theft-grand excpt,guns,fowl,livestk,prod",28,F,W,bar/cocktail/nightclub,,IC,Invest Cont,6400 selma av,,34.0998,-118.3295
200319553,10/29/2020 0:00,10/28/2020 0:00,2200,Southwest,357,vandalism - misdeameanor ,32,F,H,"vehicle, passenger/truck",,IC,Invest Cont,1300 w 37th st,,34.021,-118.2988
200216914,10/31/2020 0:00,10/30/2020 0:00,2130,Rampart,219,vehicle - stolen,0,,,street,,IC,Invest Cont,1200 boston st,,34.0659,-118.2523
201006306,2/21/2020 0:00,2/21/2020 0:00,1005,West Valley,1024,violation of restraining order,45,F,H,street,,AA,Adult Arrest,6900 baird av,,34.1957,-118.5373
200319078,10/18/2020 0:00,6/6/2020 0:00,140,Southwest,335,theft of identity,36,M,H,single family dwelling,,IC,Invest Cont,2300 w 29th pl,,34.0282,-118.3177
201014557,10/29/2020 0:00,10/29/2020 0:00,1242,West Valley,1043,battery - simple assault,27,M,W,multi-unit dwelling ,strong-arm ,IC,Invest Cont,5900 reseda bl,,34.1769,-118.5384
200914943,9/20/2020 0:00,9/20/2020 0:00,1613,Van Nuys,926,"assault with deadly weapon, aggravated assault",20,M,H,parking lot,machete,AO,Adult Other,13700 victory bl,,34.1903,-118.4399
200614857,9/3/2020 0:00,9/2/2020 0:00,2340,Hollywood,628,battery - simple assault,0,M,W,sidewalk,strong-arm ,AO,Adult Other,5900 franklin av,,34.1084,-118.3213
200913589,8/16/2020 0:00,8/16/2020 0:00,730,Van Nuys,991,vandalism - felony ,62,M,W,single family dwelling,,AA,Adult Arrest,15000 rayneta dr,,34.1433,-118.4621
201111272,7/9/2020 0:00,7/8/2020 0:00,1025,Northeast,1139,burglary from vehicle,27,M,W,high school,,IC,Invest Cont,5900 n figueroa st,,34.1106,-118.1908
200120172,10/28/2020 0:00,10/28/2020 0:00,1115,Central,151,vandalism - felony ,36,M,O,parking underground/building,,IC,Invest Cont,900 wilshire bl,,34.0501,-118.2593
200315036,7/31/2020 0:00,7/26/2020 0:00,1300,Southwest,307,criminal threats - no weapon displayed,41,F,H,multi-unit dwelling ,verbal threat,AA,Adult Arrest,4400 w adams bl,,34.0338,-118.337
200316641,8/31/2020 0:00,8/31/2020 0:00,1420,Southwest,307,intimate partner - simple assault,41,F,H,multi-unit dwelling ,strong-arm ,AA,Adult Arrest,4400 w adams bl,,34.0338,-118.337
200808184,4/9/2020 0:00,4/9/2020 0:00,1705,West LA,853,criminal threats - no weapon displayed,40,F,W,police facility,verbal threat,JO,Juv Other,1600 butler av,,34.0456,-118.4519
200806225,2/19/2020 0:00,2/19/2020 0:00,1420,West LA,835,battery - simple assault,51,F,H,single family dwelling,strong-arm ,IC,Invest Cont,1900 westwood bl,,34.0482,-118.4354
200815628,10/23/2020 0:00,10/23/2020 0:00,1720,West LA,839,"theft-grand excpt,guns,fowl,livestk,prod",0,X,X,department store,,AA,Adult Arrest,10200 santa monica bl,,34.06,-118.42
200709244,5/14/2020 0:00,5/14/2020 0:00,656,Wilshire,769,arson,66,F,O,multi-unit dwelling ,,IC,Invest Cont,3700 w pico bl,,0,0
200713233,8/28/2020 0:00,8/27/2020 0:00,2300,Wilshire,732,vehicle - stolen,0,,,street,,IC,Invest Cont,6400 maryland dr,,34.0673,-118.3677
200812254,7/24/2020 0:00,7/17/2020 0:00,2000,West LA,855,theft from motor vehicle - petty ,0,,,street,,IC,Invest Cont,1700 selby av,,34.0517,-118.442
201109629,5/22/2020 0:00,5/20/2020 0:00,2330,Northeast,1113,vehicle - stolen,0,,,street,,IC,Invest Cont,5200 eagledale av,,34.1428,-118.2281
201010720,7/6/2020 0:00,7/5/2020 0:00,2200,West Valley,1063,burglary,51,M,A,restaurant/fast food,,IC,Invest Cont,19000 w ventura bl,,34.1725,-118.5475
200215979,10/8/2020 0:00,10/8/2020 0:00,1000,Rampart,202,oral copulation,3,F,H,multi-unit dwelling ,strong-arm ,AA,Adult Arrest,4400 lockwood av,,34.0887,-118.2892
200414505,11/1/2020 0:00,11/1/2020 0:00,15,Hollenbeck,459,vandalism - felony ,24,F,H,parking lot,,IC,Invest Cont,3000 wabash av,,34.0497,-118.1963
200709538,5/23/2020 0:00,5/22/2020 0:00,2300,Wilshire,769,vehicle - stolen,0,,,street,,IC,Invest Cont,3700 w pico bl,,34.0473,-118.3213
200317574,9/19/2020 0:00,9/19/2020 0:00,1220,Southwest,315,battery - simple assault,25,F,H,multi-unit dwelling ,strong-arm ,AO,Adult Other,2200 w 24th st,,34.0349,-118.314
200910967,6/12/2020 0:00,3/23/2020 0:00,850,Van Nuys,909,theft of identity,41,F,A,mail box,,IC,Invest Cont,13500 valerio st,,34.2049,-118.4286
200807687,3/24/2020 0:00,3/11/2020 0:00,41,West LA,855,theft plain - petty ,29,F,C,single family dwelling,,IC,Invest Cont,1500 selby av,,34.0517,-118.442
200914280,9/2/2020 0:00,8/26/2020 0:00,1830,Van Nuys,911,child stealing,25,M,H,single family dwelling,,AA,Adult Arrest,7000 n sepulveda bl,,34.1938,-118.4702
201110212,6/8/2020 0:00,6/8/2020 0:00,600,Northeast,1186,vandalism - felony ,38,M,W,park/playground,,IC,Invest Cont,800 academy rd,,34.0828,-118.2365
200120072,10/27/2020 0:00,10/23/2020 0:00,2100,Central,195,vehicle - stolen,0,,,street,,IC,Invest Cont,los angeles st,WASHINGTON                   BL,34.0306,-118.2635
200612410,7/9/2020 0:00,7/9/2020 0:00,900,Hollywood,644,bike - stolen,32,M,W,multi-unit dwelling ,,IC,Invest Cont,7300 fountain av,,34.0962,-118.349
200120288,10/30/2020 0:00,10/28/2020 0:00,35,Central,182,assault with deadly weapon on police officer,0,X,X,street,exploxive device,IC,Invest Cont,1000 s grand av,,34.0421,-118.2614
201110181,6/7/2020 0:00,6/7/2020 0:00,1950,Northeast,1148,violation of court order,72,F,H,single family dwelling,,IC,Invest Cont,200 n avenue 49,,34.1048,-118.2043
200817153,12/2/2020 0:00,12/2/2020 0:00,1330,West LA,839,shoplifting - petty theft ,0,X,X,market,,AA,Adult Arrest,10200 santa monica bl,,34.06,-118.42
200712776,8/14/2020 0:00,8/14/2020 0:00,1800,Wilshire,783,brandish weapon,61,M,B,single family dwelling,unknown weapon/other weapon,IC,Invest Cont,2200 s ridgeley dr,,34.0364,-118.3601
200709110,5/10/2020 0:00,5/6/2020 0:00,2130,Wilshire,736,"rape, forcible",25,F,B,multi-unit dwelling ,strong-arm ,IC,Invest Cont,300 s detroit st,,34.0689,-118.3451
200710924,6/25/2020 0:00,6/25/2020 0:00,1115,Wilshire,782,robbery,50,M,W,street,hand gun,IC,Invest Cont,5800 david av,,34.0349,-118.3721
200120461,11/2/2020 0:00,11/2/2020 0:00,1500,Central,139,lewd conduct,57,F,W,street,,IC,Invest Cont,200 s garey st,,34.0459,-118.2352
201105954,2/13/2020 0:00,2/12/2020 0:00,630,Northeast,1148,battery - simple assault,59,M,O,group home,pipe/metal pipe,AO,Adult Other,4500 n figueroa st,,34.0961,-118.2072
200807481,3/18/2020 0:00,3/17/2020 0:00,1900,West LA,829,burglary from vehicle,35,F,A,garage/carport,unknown weapon/other weapon,IC,Invest Cont,1300 s beverly glen bl,,34.0641,-118.4273
200910913,6/11/2020 0:00,6/11/2020 0:00,1000,Van Nuys,923,criminal threats - no weapon displayed,39,M,W,other premise,verbal threat,AO,Adult Other,6500 kester av,,34.1887,-118.4575
200914041,8/27/2020 0:00,8/27/2020 0:00,435,Van Nuys,911,vehicle - stolen,0,,,driveway,,IC,Invest Cont,6800 peach av,,34.1939,-118.4684
200513254,8/22/2020 0:00,8/21/2020 0:00,2130,Harbor,507,vandalism - felony ,61,M,H,"vehicle, passenger/truck",,IC,Invest Cont,1600 w 226th st,,33.8213,-118.3064
201100798,11/29/2020 0:00,11/29/2020 0:00,30,Northeast,1137,discharge firearms/shots fired,0,X,X,sidewalk,semi-automatic pistol,IC,Invest Cont,400 n avenue 51,,34.111,-118.204
200910702,6/6/2020 0:00,5/6/2020 0:00,1800,Van Nuys,909,battery - simple assault,30,F,B,single family dwelling,unknown weapon/other weapon,AO,Adult Other,13600 runnymede st,,34.2062,-118.4299
200409711,6/11/2020 0:00,6/11/2020 0:00,1830,Hollenbeck,422,intimate partner - aggravated assault,59,F,H,parking lot,unknown weapon/other weapon,AA,Adult Arrest,2600 n broadway,,34.0736,-118.2156
200509488,5/15/2020 0:00,5/15/2020 0:00,1500,Harbor,529,burglary from vehicle,25,F,H,parking lot,,IC,Invest Cont,700 n avalon bl,,33.7785,-118.2623
200120081,10/27/2020 0:00,10/27/2020 0:00,1745,Central,152,kidnapping,37,M,H,multi-unit dwelling ,strong-arm ,AO,Adult Other,7th st,FLOWER,34.0487,-118.2588
201106671,2/28/2020 0:00,2/28/2020 0:00,900,Northeast,1129,criminal threats - no weapon displayed,29,M,H,single family dwelling,verbal threat,AO,Adult Other,600 bridewell st,,34.1155,-118.1724
200704672,1/14/2020 0:00,1/13/2020 0:00,1200,Wilshire,723,burglary,72,F,W,hotel,,IC,Invest Cont,8000 beverly bl,,34.0761,-118.3637
200319649,10/31/2020 0:00,10/30/2020 0:00,2200,Southwest,398,battery - simple assault,26,F,B,single family dwelling,strong-arm ,IC,Invest Cont,42nd st,FIGUEROA,34.0071,-118.2827
200319605,10/30/2020 0:00,10/30/2020 0:00,200,Southwest,392,battery - simple assault,63,F,B,single family dwelling,strong-arm ,IC,Invest Cont,4700 s van ness av,,33.9993,-118.3244
200918988,12/30/2020 0:00,12/29/2020 0:00,1500,Van Nuys,926,vehicle - stolen,0,,,street,,IC,Invest Cont,vanowen st,HAZELTINE                    AV,34.1939,-118.44
200808561,4/21/2020 0:00,4/20/2020 0:00,1900,West LA,828,burglary,62,M,W,garage/carport,unknown weapon/other weapon,IC,Invest Cont,900 thayer av,,34.0659,-118.4342
200612831,7/20/2020 0:00,7/19/2020 0:00,300,Hollywood,667,vehicle - stolen,0,,,street,,IC,Invest Cont,1400 gordon st,,34.0962,-118.3201
200805951,2/13/2020 0:00,1/20/2020 0:00,800,West LA,841,document forgery / stolen felony,0,X,X,other business,,IC,Invest Cont,11900 santa monica bl,,34.0423,-118.4656
200216796,10/28/2020 0:00,10/28/2020 0:00,1815,Rampart,299,battery - simple assault,21,M,H,multi-unit dwelling ,strong-arm ,IC,Invest Cont,1000 w 18th st,,34.0387,-118.2786
200216753,10/28/2020 0:00,10/27/2020 0:00,2300,Rampart,203,vehicle - stolen,0,,,street,,IC,Invest Cont,4100 monroe st,,34.0856,-118.2892
200216860,10/30/2020 0:00,10/29/2020 0:00,2120,Rampart,237,vehicle - stolen,0,,,street,,IC,Invest Cont,100 belmont av,,34.0634,-118.263
200714627,10/6/2020 0:00,10/5/2020 0:00,1715,Wilshire,722,"credit cards, fraud use ($950 & under",69,F,W,department store,,IC,Invest Cont,8400 w 3rd st,,34.073,-118.3732
200816658,11/10/2020 0:00,11/5/2020 0:00,1451,West LA,835,theft plain - petty ,34,M,W,other premise,,IC,Invest Cont,camden av,SANTA MONICA                 BL,34.0481,-118.4422
201008141,4/17/2020 0:00,4/17/2020 0:00,1700,West Valley,1017,shoplifting - petty theft ,0,M,W,pharmacy inside store or supermarket*,,IC,Invest Cont,17200 saticoy st,,34.2084,-118.5077
200915454,10/3/2020 0:00,10/3/2020 0:00,400,Van Nuys,985,vandalism - felony ,46,F,O,other business,,AA,Adult Arrest,14000 w ventura bl,,34.149,-118.4372
200712621,8/10/2020 0:00,8/10/2020 0:00,35,Wilshire,717,burglary from vehicle,58,F,W,street,,IC,Invest Cont,400 n mansfield av,,34.0783,-118.3408
200913645,8/17/2020 0:00,8/16/2020 0:00,2250,Van Nuys,923,battery - simple assault,59,F,H,single family dwelling,strong-arm ,AO,Adult Other,6700 tobias av,,34.1923,-118.4521
201015664,12/2/2020 0:00,12/2/2020 0:00,800,West Valley,1049,criminal threats - no weapon displayed,26,F,H,street,verbal threat,IC,Invest Cont,woodley av,BURBANK                      BL,34.1717,-118.4758
201015717,12/3/2020 0:00,12/3/2020 0:00,617,West Valley,1035,burglary,37,M,O,cell phone store,,IC,Invest Cont,6700 reseda bl,,34.1925,-118.536
201009371,5/25/2020 0:00,5/23/2020 0:00,1700,West Valley,1006,theft from motor vehicle - petty ,26,F,H,street,,IC,Invest Cont,17300 lemac st,,34.2108,-118.5113
200217162,11/7/2020 0:00,11/7/2020 0:00,950,Rampart,295,vehicle - stolen,0,,,street,,IC,Invest Cont,1800 s bonnie brae st,,34.0402,-118.2836
200708029,4/5/2020 0:00,3/3/2020 0:00,1500,Wilshire,767,burglary,58,F,H,other premise,,IC,Invest Cont,4100 w pico bl,,34.0476,-118.3245
200120187,10/28/2020 0:00,10/27/2020 0:00,1700,Central,162,"theft-grand excpt,guns,fowl,livestk,prod",67,M,W,sidewalk,,IC,Invest Cont,7th,GRAND,34.0473,-118.2566
200414622,11/5/2020 0:00,10/24/2020 0:00,2000,Hollenbeck,439,vehicle - stolen,0,,,street,,IC,Invest Cont,4800 osullivan dr,,34.0647,-118.1777
200509225,5/8/2020 0:00,5/7/2020 0:00,200,Harbor,506,"theft-grand excpt,guns,fowl,livestk,prod",30,F,A,multi-unit dwelling ,,IC,Invest Cont,1500 w carson st,,33.8315,-118.3038
201009563,5/31/2020 0:00,5/31/2020 0:00,430,West Valley,1001,intimate partner - simple assault,31,M,H,motel,strong-arm ,AA,Adult Arrest,19200 cantara st,,34.2193,-118.5514
200107715,2/23/2020 0:00,2/23/2020 0:00,130,Central,185,"assault with deadly weapon, aggravated assault",32,M,B,other business,strong-arm ,AA,Adult Arrest,1000 s hill st,,34.0402,-118.2598
200912618,7/22/2020 0:00,7/22/2020 0:00,5,Van Nuys,981,"assault with deadly weapon, aggravated assault",42,M,H,street,unknown weapon/other weapon,IC,Invest Cont,ventura bl,SEPULVEDA,34.1538,-118.4662
200807685,3/24/2020 0:00,3/20/2020 0:00,1830,West LA,842,burglary from vehicle,38,M,C,multi-unit dwelling ,,IC,Invest Cont,11500 rochester av,,34.0484,-118.4544
200217092,11/5/2020 0:00,11/5/2020 0:00,1430,Rampart,221,robbery,43,F,H,restaurant/fast food,strong-arm ,IC,Invest Cont,beverly av,VERMONT,34.0763,-118.2917
200606520,2/19/2020 0:00,2/19/2020 0:00,2100,Hollywood,648,other assault,25,F,H,multi-unit dwelling ,strong-arm ,IC,Invest Cont,western av,HAROLD                       WY,34.0994,-118.3093
